Rank,CMC_ID,Name,Symbol,Slug,Price_USD,MarketCap,Volume24h,CirculatingSupply,TotalSupply,MaxSupply,DateAdded,ConfidenceScore,Confidence,Reason,BinanceSymbol,BaseAsset,QuoteAsset,AvailableMarkets,FirstHourlyCandle,LastPrice,24hVolume,Trades24h,PriceChange24h,Status
63,5690,Render,RENDER,render,1.4589156937599672,756844760.0461538,16868401.52131493,518772101.2826915,533532274.5626915,644168762,2020-06-11T00:00:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",RENDERUSDT,RENDER,USDT,RENDERBRL;RENDERBTC;RENDEREUR;RENDERIDR;RENDERTRY;RENDERUSDC;RENDERUSDT,2024-07-26T08:00:00+00:00,1.462,1605278.665,7940,-0.881,READY
64,4030,Algorand,ALGO,algorand,0.083533571,749214133.0820127,18282274.65066098,8969018347,10000000000,10000000000,2019-06-20T00:00:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",ALGOUSDT,ALGO,USDT,ALGOTRY;ALGOUSDC;ALGOUSDT,2019-06-22T00:00:00+00:00,0.0871,2642401.868,19463,5.066,READY
65,36507,Pump.fun,PUMP,pump-fun,0.00183887,733253078.7030029,55031997.33287994,398751918370.5724,847013722041.7949,1E+12,2025-05-14T18:51:49.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",PUMPUSDT,PUMP,USDT,PUMPTRY;PUMPUSDC;PUMPUSDT,2025-09-11T12:00:00+00:00,0.001829,5201490.714,56450,-0.544,READY
66,3794,Cosmos,ATOM,cosmos,1.3908948045654863,724503405.1975129,21275877.42266115,520890151.3,520890151.3,,2019-03-14T00:00:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",ATOMUSDT,ATOM,USDT,ATOMBTC;ATOMEUR;ATOMTRY;ATOMUSDC;ATOMUSDT,2019-04-29T04:00:00+00:00,1.401,1215242.243,13753,-1.546,READY
67,4269,GateToken,GT,gatetoken,6.641169119640235,707738357.5157454,2373188.613,106568338.3,140052780.3,142622843.7,2019-08-20T00:00:00.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
68,38590,币安人生,币安人生,bianrensheng,0.6558990253098225,655899025.3098226,23162151.19090997,1000000000,1000000000,1000000000,2025-10-07T03:15:16.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",币安人生USDT,币安人生,USDT,币安人生U;币安人生USD1;币安人生USDC;币安人生USDT,2026-01-07T14:00:00+00:00,0.6351,4107717.304,72029,-6.452,READY
69,29210,Jupiter,JUP,jupiter-ag,0.1845417211938942,612736270.0318909,21191070.12100936,3320312968,6862435229.582892,6864785739,2024-01-31T08:38:13.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",JUPUSDT,JUP,USDT,JUPFDUSD;JUPTRY;JUPUSDC;JUPUSDT,2024-01-31T16:00:00+00:00,0.1878,1184794.582,15155,0.16,READY
70,2280,Filecoin,FIL,filecoin,0.7219535847052508,582245304.2165318,49570964.56122752,806485786,1957315383,,2017-12-13T00:00:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",FILUSDT,FIL,USDT,FILBTC;FILFDUSD;FILTRY;FILUSDC;FILUSDT,2020-10-15T17:00:00+00:00,0.721,3778316.995,35133,-1.057,READY
71,2634,XDC Network,XDC,xdc-network,0.027618692,580412679.1014313,7150039.948,21015212410,38084428209,,2018-04-12T00:00:00.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
72,35509,Venice Token,VVV,venice-token,11.895011678068876,564322102.4757481,16001048.15015565,47441912.43764834,80654681.47,,2025-01-28T02:53:32.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
73,7950,Flare,FLR,flare,0.006423294,558165503.2,2334448.018,86897086425.47797,106229111430.1935,,2020-12-11T00:00:00.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
74,11841,Arbitrum,ARB,arbitrum,0.084234818,557133836.1881206,47815176.87716783,6614056381,10000000000,,2023-03-23T12:50:11.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",ARBUSDT,ARB,USDT,ARBBTC;ARBETH;ARBIDR;ARBTRY;ARBUSDC;ARBUSDT,2023-03-23T15:00:00+00:00,0.0826,2961510.264,14385,-4.287,READY
75,39125,Lighter,LIT,lighter,2.0820038371972736,520500959.2993184,31312867.90154256,250000000,1000000000,1000000000,2025-12-30T06:45:00.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
76,7226,Injective,INJ,injective,5.172086049181136,517058379.0927721,108273282.77338634,99970954.5,100000000,,2020-09-29T00:00:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",INJUSDT,INJ,USDT,INJBTC;INJFDUSD;INJTRY;INJUSDC;INJUSDT,2020-10-21T04:00:00+00:00,5.274,6728522.451,76099,-0.509,READY
77,21794,Aptos,APT,aptos,0.6069662630402539,512932301.22725314,32717268.45,845075472.0007157,1206135236.8892865,2100000000,2022-10-19T01:50:25.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",APTUSDT,APT,USDT,APTBTC;APTEUR;APTFDUSD;APTJPY;APTTRY;APTU;APTUSDC;APTUSDT,2022-10-19T01:00:00+00:00,0.604,2390948.497,12980,-2.894,READY
78,2563,TrueUSD,TUSD,trueusd,0.996107355,492590111.3721327,24392246.73,494515083,494515083,,2018-03-06T00:00:00.000Z,0,,Stablecoin,,,,,,,,,,STABLECOIN_SKIP
79,2694,Nexo,NEXO,nexo,0.7432993748364147,480279798.6090135,8661031.358,646145839.5746847,1000000000,1000000000,2018-05-01T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",NEXOUSDT,NEXO,USDT,NEXOBTC;NEXOUSDT,2022-04-29T14:00:00+00:00,0.742,461839.8779,6496,0.678,READY
80,7186,PancakeSwap,CAKE,pancakeswap,1.3892007326540747,448093085.43896455,23897750.95022848,322554599.1347705,334876829.5388313,400000000,2020-09-25T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",CAKEUSDT,CAKE,USDT,CAKEBNB;CAKEBTC;CAKETRY;CAKEUSDC;CAKEUSDT,2021-02-19T06:00:00+00:00,1.399,935064.6607,13139,0.72,READY
81,29814,ether.fi,ETHFI,ether-fi-ethfi,0.4489156797993172,437005048.9828817,27220576.04777728,973468000,1000000000,1000000000,2024-03-13T06:06:39.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",ETHFIUSDT,ETHFI,USDT,ETHFITRY;ETHFIUSDC;ETHFIUSDT,2024-03-18T12:00:00+00:00,0.4165,2372185.453,30458,-8.159,READY
82,20641,EURC,EURC,euro-coin,1.138379020830554,433582212.31457335,36396948.02030881,380876847.1490581,380876847.1490581,,2022-06-16T19:13:48.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
83,131,Dash,DASH,dash,32.34585184236284,413437777.66890734,61013863.62092578,12781786.66259253,12781786.66259253,18900000,2014-02-14T00:00:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",DASHUSDT,DASH,USDT,DASHBTC;DASHTRY;DASHUSDC;DASHUSDT,2019-03-28T04:00:00+00:00,32.16,2957182.076,17751,-2.457,READY
84,3077,VeChain,VET,vechain,0.004720845,405922016.19602513,11209930.30938201,85985041177,85985041177,86712634466,2017-08-22T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",VETUSDT,VET,USDT,VETEUR;VETTRY;VETUSDC;VETUSDT,2018-07-25T04:00:00+00:00,0.004692,454147.2237,6882,-1.304,READY
85,29270,Aerodrome Finance,AERO,aerodrome-finance,0.4133295650764223,402645874.0892305,56466575.06290908,974152124.8662276,1945164683.626912,,2024-02-02T07:15:19.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",AEROUSDT,AERO,USDT,AEROTRY;AEROUSDC;AEROUSDT,2026-07-17T16:00:00+00:00,0.4178,23640649.8,366790,-2.132,READY
86,29420,Virtuals Protocol,VIRTUAL,virtual-protocol,0.5888999217443598,387210132.0928289,38880831.30112929,657514320.8473986,1000000000,1000000000,2024-02-15T07:33:29.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",VIRTUALUSDT,VIRTUAL,USDT,VIRTUALIDR;VIRTUALTRY;VIRTUALUSDC;VIRTUALUSDT,2025-04-11T14:00:00+00:00,0.5886,3342012.673,45238,-2.951,READY
87,34466,Pudgy Penguins,PENGU,pudgy-penguins,0.00602794,378918698.5727874,37323933.38755415,62860396090,76724221264,88888888888,2024-12-17T14:00:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",PENGUUSDT,PENGU,USDT,PENGUTRY;PENGUUSDC;PENGUUSDT,2024-12-17T14:00:00+00:00,0.006042,2818150.526,39951,-0.935,READY
88,35336,OFFICIAL TRUMP,TRUMP,official-trump,1.5822657941260565,375650660.0154823,235356775.3,237413120.7,999999080.4,999999080.4,2025-01-18T04:19:35.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",TRUMPUSDT,TRUMP,USDT,TRUMPFDUSD;TRUMPJPY;TRUMPTRY;TRUMPU;TRUMPUSD1;TRUMPUSDC;TRUMPUSDT,2025-01-19T08:00:00+00:00,1.566,4498361.414,38230,-2.003,READY
89,28177,Pyth Network,PYTH,pyth-network,0.045106151,355210113.4224964,12812735.39937673,7874981677.726829,9999981857.422035,10000000000,2023-11-20T09:42:13.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",PYTHUSDT,PYTH,USDT,PYTHTRY;PYTHUSDC;PYTHUSDT,2024-02-02T12:00:00+00:00,0.04438,1372040.93,30093,-4.022,READY
90,10529,Sun [New],SUN,sun-token,0.018365163,353184253.9767134,51669368.42733908,19231207016.782543,19231207016.782543,19900730000,2021-06-21T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",SUNUSDT,SUN,USDT,SUNTRY;SUNUSDT,2020-09-21T14:00:00+00:00,0.01843,300937.5742,4636,0.163,READY
91,39064,Midnight,NIGHT,midnight-network,0.020910717,347272625.1,22638219.71504963,16607399401,24000000000,24000000000,2025-12-08T02:23:02.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",NIGHTUSDT,NIGHT,USDT,NIGHTTRY;NIGHTU;NIGHTUSDC;NIGHTUSDT,2026-03-11T15:00:00+00:00,0.02014,1495876.537,29943,-5,READY
92,26081,First Digital USD,FDUSD,first-digital-usd,0.9968815423491644,346072941.8,172562961.14187652,347155531.6,347155531.6,,2023-07-26T04:26:40.000Z,0,,Stablecoin,,,,,,,,,,STABLECOIN_SKIP
93,3773,Artificial Superintelligence Alliance,FET,artificial-superintelligence-alliance,0.1514893462178863,339400628.9027554,105993747.0669992,2240425728.780936,2714384547,2719493897,2019-03-02T00:00:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",FETUSDT,FET,USDT,FETBTC;FETJPY;FETTRY;FETU;FETUSDC;FETUSDT,2019-02-28T10:00:00+00:00,0.1524,3768315.329,20177,0.263,READY
94,23149,Sei,SEI,sei,0.044527585,326782996.6965599,20498043.50016882,7338888888,10000000000,10000000000,2023-08-14T07:35:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",SEIUSDT,SEI,USDT,SEIJPY;SEITRY;SEIUSDC;SEIUSDT,2023-08-15T12:00:00+00:00,0.04393,1660406.659,29427,-3.683,READY
95,8000,Lido DAO,LDO,lido-dao,0.3906921793865739,326760220.5683177,33228451.10775233,836362327.7060835,1000000000,,2020-12-15T00:00:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",LDOUSDT,LDO,USDT,LDOFDUSD;LDOTRY;LDOUSDC;LDOUSDT,2022-05-09T11:00:00+00:00,0.3763,2545924.364,41913,-3.686,READY
96,22861,Celestia,TIA,celestia,0.3441214264718305,316568655.0562438,19611265.08629687,919932996.6,1168685161.483695,,2023-10-31T16:51:41.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",TIAUSDT,TIA,USDT,TIATRY;TIAUSDC;TIAUSDT,2023-10-31T16:00:00+00:00,0.3419,1875564.429,27902,-1.866,READY
97,28081,SPX6900,SPX,spx6900,0.336422247,313206787.72905004,5527365.761,930993090.1,930993090.1,1000000000,2023-08-17T10:00:00.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
98,6538,Curve DAO Token,CRV,curve-dao-token,0.2032184947639642,311347930.57991725,24496257.73886754,1532084621.242491,2402836149.293625,3030303030,2020-08-14T00:00:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",CRVUSDT,CRV,USDT,CRVTRY;CRVUSDC;CRVUSDT,2020-08-15T04:00:00+00:00,0.2039,1169575.288,13036,-1.924,READY
99,26997,LayerZero,ZRO,layerzero,0.8265875480755053,300068199.35240895,25034475.56187596,363020468.9763836,1000000000,1000000000,2024-06-20T05:52:25.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",ZROUSDT,ZRO,USDT,ZROFDUSD;ZROTRY;ZROUSDC;ZROUSDT,2024-06-20T13:00:00+00:00,0.868,2749832.29,28963,9.045,READY
100,28541,Jito,JTO,jito,0.5934287777718655,297877442.8263425,28493855.44603248,501959888,986522992.0750766,,2023-12-07T16:04:41.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",JTOUSDT,JTO,USDT,JTOTRY;JTOUSDC;JTOUSDT,2023-12-07T16:00:00+00:00,0.6133,2007202.177,55034,-2.356,READY
101,4172,Terra Classic,LUNC,terra-luna,5.3115981899943984e-05,293825677.3508182,13799353.30649261,5.53178E+12,6.454E+12,6.454E+12,2019-07-26T00:00:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",LUNCUSDT,LUNC,USDT,LUNCTRY;LUNCUSDC;LUNCUSDT,2022-09-09T08:00:00+00:00,5.366e-05,1386447.045,15083,-0.63,READY
102,1659,Gnosis,GNO,gnosis-gno,107.30028888873284,283220160.8953933,3504551.498,2639509.77,2999934.746,,2017-05-01T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",GNOUSDT,GNO,USDT,GNOUSDT,2021-08-30T06:00:00+00:00,106.65,194375.5224,3996,-0.947,READY
103,9816,AINFT,NFT,apenft,2.687712259527897e-07,266111894.04872105,6826642.339,990105592982874.8,990105592982874.8,999990000000000.0,2021-05-14T00:00:00.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
104,3602,Bitcoin SV,BSV,bitcoin-sv,13.236890431263332,265534338.5,11478794.26406116,20060175,20060175,,2018-11-09T00:00:00.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
105,16086,BitTorrent [New],BTT,bittorrent-new,2.6759659266867053e-07,264127975.0858528,4743073.203,987037885840674.8,987037885840674.8,,2019-01-31T00:00:00.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
106,9481,Pendle,PENDLE,pendle,1.5225383104762231,261333661.1586632,25574391.11665615,171643405.8575003,281527448.45853144,,2021-04-29T00:00:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",PENDLEUSDT,PENDLE,USDT,PENDLEBTC;PENDLETRY;PENDLEUSDC;PENDLEUSDT,2023-07-03T10:00:00+00:00,1.481,1655126.287,18850,-5.609,READY
107,30495,Monad,MON,monad,0.022082306,261126907.9565869,16509592.26300815,11825165000,1.00683E+11,1.14167E+11,2024-07-04T07:03:38.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
108,4847,Stacks,STX,stacks,0.1432076470222282,259865425.2,30476194.87258559,1814605788,1814570813,,2019-10-28T00:00:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",STXUSDT,STX,USDT,STXBTC;STXTRY;STXUSDC;STXUSDT,2019-10-25T04:00:00+00:00,0.1401,3914805.524,44361,-14.312,READY
109,23095,Bonk,BONK,bonk1,2.914353058041753e-06,256447335.89423323,38510320.92316908,87994601473079.05,87994601473079.05,88872433754423.19,2022-12-30T06:58:50.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",BONKUSDT,BONK,USDT,BONKFDUSD;BONKTRY;BONKUSDC;BONKUSDT,2023-12-15T08:00:00+00:00,2.96e-06,1961621.833,9434,1.37,READY
110,2011,Tezos,XTZ,tezos,0.2286157303716935,249526349.6213008,12439072.90597592,1091466231.197695,1111451886.217097,,2017-10-06T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",XTZUSDT,XTZ,USDT,XTZBTC;XTZTRY;XTZUSDC;XTZUSDT,2019-09-24T11:00:00+00:00,0.228,429012.3058,5749,-4,READY
111,10603,Immutable,IMX,immutable-x,0.1242246177201867,248449235.4403734,9078082.509,2000000000,2000000000,2000000000,2021-06-24T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",IMXUSDT,IMX,USDT,IMXUSDC;IMXUSDT,2022-01-10T10:00:00+00:00,0.1241,333150.5615,3177,-1.037,READY
112,35763,KAITO,KAITO,kaito,0.974511287,235236196.8857728,55579198.74417601,241388889,1000000000,1000000000,2025-02-14T13:09:33.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",KAITOUSDT,KAITO,USDT,KAITOTRY;KAITOUSDC;KAITOUSDT,2025-02-20T13:00:00+00:00,0.9669,15120708.27,559770,-4.758,READY
113,7334,Conflux,CFX,conflux-network,0.044873225,234518694.1418453,6381133.834,5226250022,5226250022,,2020-11-11T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",CFXUSDT,CFX,USDT,CFXTRY;CFXUSDC;CFXUSDT,2021-03-29T11:00:00+00:00,0.0439,611331.9378,8652,-5.225,READY
114,7326,DeXe,DEXE,dexe,2.781319617936384,232890135.2,412206189.1948938,83733682.98906265,96504599.33609451,,2020-10-07T00:00:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",DEXEUSDT,DEXE,USDT,DEXEUSDT,2021-07-23T10:00:00+00:00,3.914,125072176,1295346,135.216,READY
115,36645,Plasma,XPL,plasma-xpl,0.084812265,220511889.71620515,55060230.01634706,2600000000,10000000000,,2025-09-25T11:30:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",XPLUSDT,XPL,USDT,XPLTRY;XPLU;XPLUSD1;XPLUSDC;XPLUSDT,2025-09-25T13:00:00+00:00,0.08343,6506834.547,155052,2.105,READY
116,8425,JasmyCoin,JASMY,jasmy,0.004356776,215420795.0987641,5362492.808,49444999677.16958,50000000000,50000000000,2021-02-11T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",JASMYUSDT,JASMY,USDT,JASMYTRY;JASMYUSDT,2021-11-22T12:00:00+00:00,0.00433,272221.4294,2460,-0.915,READY
117,38515,DoubleZero,2Z,doublezero,0.060946521,211570819.83507964,2996687.12,3471417500,9998243152,10000000000,2025-09-29T01:04:27.000Z,90,HIGH,"SYMBOL,USDT,TRADING",2ZUSDT,2Z,USDT,2ZTRY;2ZUSDC;2ZUSDT,2025-10-02T13:00:00+00:00,0.06229,86162.58179,2956,0.793,READY
118,11840,Optimism,OP,optimism-ethereum,0.092035276,210435653.68186465,33105129.37604178,2286467356,4294967296,4294967296,2022-05-31T16:19:46.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",OPUSDT,OP,USDT,OPTRY;OPUSDC;OPUSDT,2022-06-01T08:00:00+00:00,0.0925,2039004.48,12665,-0.431,READY
119,33824,Maple Finance,SYRUP,maple-finance,0.1732172580820036,206303366.4828896,8739926.797,1191009306.8510675,1244677492.511099,,2024-11-06T06:16:40.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",SYRUPUSDT,SYRUP,USDT,SYRUPTRY;SYRUPUSDC;SYRUPUSDT,2025-05-06T15:00:00+00:00,0.1724,361306.8065,6824,-3.633,READY
120,1168,Decred,DCR,decred,11.567742216262252,202736879.7,1945257.98,17526054.42482526,17526054.42482526,21000000,2016-02-10T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",DCRUSDT,DCR,USDT,DCRUSDT,2020-07-30T05:00:00+00:00,11.59,311632.7024,6186,-3.497,READY
121,10804,FLOKI,FLOKI,floki-inu,2.0991215877654497e-05,200700732.04075173,15500502.38809013,9.56118E+12,9.64647E+12,,2021-07-09T00:00:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",FLOKIUSDT,FLOKI,USDT,FLOKIIDR;FLOKITRY;FLOKIUSDC;FLOKIUSDT,2023-05-05T18:00:00+00:00,2.111e-05,1021837.426,82945,-0.142,READY
122,32880,Kaia,KAIA,kaia,0.031217251,199030280,4512989.595,6375650513.089659,6376194907.085461,,2024-10-29T05:17:50.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",KAIAUSDT,KAIA,USDT,KAIAUSDC;KAIAUSDT,2024-10-31T08:00:00+00:00,0.0312,419246.6492,3284,-0.952,READY
123,38828,Kite,KITE,kite,0.1090771030016544,196338785.4,27494463.67268229,1800000000,10000000000,10000000000,2025-10-29T11:11:32.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",KITEUSDT,KITE,USDT,KITETRY;KITEUSDC;KITEUSDT,2025-11-03T13:00:00+00:00,0.1078,3777497.702,50944,-4.178,READY
124,30636,Zebec Network,ZBCN,zebec-network,0.00196241,196238636.1163053,10824173.60867644,99998775085.26376,99998775085.26376,1E+11,2024-04-15T04:07:21.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
125,22691,Starknet,STRK,starknet-token,0.028783848,194202827.1,39663645.20258061,6746937561.348971,10139100000,,2024-02-20T12:19:19.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",STRKUSDT,STRK,USDT,STRKTRY;STRKUSDC;STRKUSDT,2024-02-20T13:00:00+00:00,0.02912,1340001.142,12923,1.146,READY
126,36922,Humanity,H,humanity-protocol,0.061820641,191558123.83647484,7495422.255,3098611111,10000000000,10000000000,2025-06-23T03:36:52.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
127,37298,Velvet,VELVET,velvet,0.4294558657939053,180829398.31505647,23681375.69524051,421066313.7195011,1000000000,1000000000,2025-07-09T10:28:24.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
128,38849,Pieverse,PIEVERSE,pieverse,0.6621219518429869,179171670.07944533,9467964.26,270602220,1000000000,1000000000,2025-10-31T01:31:02.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
129,13855,Ethereum Name Service,ENS,ethereum-name-service,4.352710266,178585582.06588623,9380193.03,41028593.94891147,100000000,,2021-11-09T01:31:29.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",ENSUSDT,ENS,USDT,ENSTRY;ENSUSDC;ENSUSDT,2021-11-10T07:00:00+00:00,4.34,426170.2853,2685,-2.472,READY
130,38482,Falcon Finance,FF,falcon-finance-ff,0.059571576,176927579.5323002,11985939.80281704,2970000000,10000000000,10000000000,2025-09-23T04:16:56.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",FFUSDT,FF,USDT,FFFDUSD;FFTRY;FFUSDC;FFUSDT,2025-09-29T13:00:00+00:00,0.06092,990719.4123,19757,0.894,READY
131,30494,EigenCloud,EIGEN,eigencloud,0.2119260894308525,175274258.42434478,19386309.68820156,827053709.5978146,1825636127.462444,,2024-07-04T15:49:12.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",EIGENUSDT,EIGEN,USDT,EIGENFDUSD;EIGENTRY;EIGENUSDC;EIGENUSDT,2024-10-01T05:00:00+00:00,0.2072,2293304.681,30427,-2.723,READY
132,6719,The Graph,GRT,the-graph,0.015856507,172979308.51745707,15084125.50242956,10909042499.500652,11593634166.167112,,2020-12-17T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",GRTUSDT,GRT,USDT,GRTTRY;GRTUSDC;GRTUSDT,2020-12-17T20:00:00+00:00,0.01591,435086.6346,7156,0.442,READY
133,36532,BUILDon,B,buildon,0.17169122,171691219.68761808,15597366.47092788,1000000000,1000000000,,2025-05-16T08:07:37.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
134,5692,Compound,COMP,compound,17.108038619234488,171080386.19006747,9976695.924,10000000,10000000,,2020-06-16T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",COMPUSDT,COMP,USDT,COMPTRY;COMPUSDC;COMPUSDT,2020-06-25T06:00:00+00:00,17.28,195431.884,2285,-0.804,READY
135,8526,Raydium,RAY,raydium,0.6205683933769526,167127689.57070854,14205875.62375335,269313892.5,554997638.5,555000000,2021-02-19T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",RAYUSDT,RAY,USDT,RAYTRY;RAYUSDC;RAYUSDT,2021-08-10T06:00:00+00:00,0.6263,589879.881,4675,-2.018,READY
136,2394,Telcoin,TEL,telcoin,0.001695158,162861075.4016334,1032976.154,96074246575,1E+11,1E+11,2018-01-14T00:00:00.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
137,1720,IOTA,IOTA,iota,0.034264274,156168036.77601442,4527060.113,4557751270,4600000000,,2017-06-13T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",IOTAUSDT,IOTA,USDT,IOTATRY;IOTAUSDC;IOTAUSDT,2018-05-31T09:00:00+00:00,0.0348,357131.6668,4157,0,READY
138,6783,Axie Infinity,AXS,axie-infinity,0.882577984,153755962.65737706,16891332.63886814,174212325.00134403,270000000,,2020-08-31T00:00:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",AXSUSDT,AXS,USDT,AXSTRY;AXSUSDC;AXSUSDT,2020-11-04T13:00:00+00:00,0.891,1167976.783,11966,-1,READY
139,4041,MX Token,MX,mx-token,1.6626913393010017,152697139.86629343,4897168.106,91837334,409024834,413787834,2019-09-24T00:00:00.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
140,4066,Chiliz,CHZ,chiliz,0.014405834,152236849.94580227,21511092.69596571,10567722108,10567722108,,2019-07-01T00:00:00.000Z,100,HIGH,"SYMBOL,USDT,TRADING,HIGH_VOLUME",CHZUSDT,CHZ,USDT,CHZTRY;CHZUSDC;CHZUSDT,2019-09-06T04:00:00+00:00,0.01412,1019213.863,10029,-3.022,READY
141,7431,Akash Network,AKT,akash-network,0.5097006450608057,150919136.21872863,2812313.365,296093673.2,296093673.2,388539008,2020-10-16T00:00:00.000Z,0,,No Binance Spot Market,,,,,,,,,,NOT_LISTED
142,10791,eCash,XEC,ecash,7.32684537226612e-06,146979277.07355234,14799931.87991839,2.00604E+13,2.00604E+13,2.1E+13,2021-07-08T00:00:00.000Z,95,HIGH,"SYMBOL,USDT,TRADING,GOOD_VOLUME",XECUSDT,XEC,USDT,XECTRY;XECUSDT,2021-09-03T10:00:00+00:00,7.09e-06,978286.1557,8329,-4.96,READY
